"TOA5","S6105","CR2xx","27362","CR200X.Std.04","S6105 ZB_P3.CR2","33751","ZB_PUNT3_T1"
"TIMESTAMP","RECORD","VWC_2_Avg","EC_2_Avg","Temp_2_Avg","VWC_3_Avg","EC_3_Avg","Temp_3_Avg","VWC_4_Avg","EC_4_Avg","Temp_4_Avg","Druk_Avg(1)","Druk_Avg(2)","Battery_Vdc"
"TS","RN","","","","","","","","","","","",""
"","","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Smp"
"2018-09-19 13:00:00",0,0.6146,0.400925,15.88015,0.724775,0.233075,15.8582,0.5489,0.12415,15.6292,"NAN",0,12.87951
"2018-09-19 14:00:00",1,0.6140833,0.4019667,15.97867,0.7247667,0.2328833,15.85452,0.5488,0.1240667,15.6317,"NAN",0,12.48917
"2018-09-19 15:00:00",2,0.61325,0.4015667,16.11793,0.7247667,0.2327667,15.87102,0.5488,0.1244167,15.63583,"NAN",0,12.49001
"2018-09-19 16:00:00",3,0.6121833,0.4020166,16.28593,0.7235,0.2327167,15.87057,0.5488,0.1244833,15.62803,"NAN",0,12.52695
"2018-09-19 17:00:00",4,0.6120999,0.403,16.43422,0.7235166,0.23285,15.8765,0.5488,0.1243833,15.63443,"NAN",0,12.31457
"2018-09-19 18:00:00",5,0.6124833,0.4045167,16.55172,0.7234334,0.2321667,15.86505,0.5488,0.1242833,15.62988,"NAN",0,12.21467
"2018-09-19 19:00:00",6,0.6122667,0.40565,16.64088,0.7234667,0.2325,15.86047,0.5488,0.1244833,15.62023,"NAN",0,12.19956
"2018-09-19 20:00:00",7,0.6119,0.4055167,16.67517,0.7235,0.23275,15.86918,0.5488,0.1244667,15.62713,"NAN",0,12.17102
"2018-09-19 21:00:00",8,0.6113167,0.4058167,16.70993,0.7234667,0.2325833,15.8655,0.5488,0.1244333,15.62068,"NAN",0,12.17522
"2018-09-19 22:00:00",9,0.6109667,0.4055667,16.7081,0.72345,0.2321667,15.88018,0.5488,0.1244833,15.62118,"NAN",0,12.17102
"2018-09-19 23:00:00",10,0.6106167,0.40535,16.67608,0.7234667,0.2324333,15.86735,0.5488,0.1245,15.62482,"NAN",0,12.15927
"2018-09-20 00:00:00",11,0.6104833,0.4048167,16.65142,0.7234834,0.2328167,15.86183,0.5488,0.1246167,15.62392,"NAN",0,12.16431
"2018-09-20 01:00:00",12,0.6100166,0.4032166,16.59655,0.7234667,0.2323333,15.85542,0.5488,0.1244833,15.62205,"NAN",0,12.16431
"2018-09-20 02:00:00",13,0.6099,0.4032833,16.53435,0.72345,0.2322,15.85818,0.5488,0.1249,15.61473,"NAN",0,12.16263
"2018-09-20 03:00:00",14,0.6098666,0.4018834,16.47258,0.7234833,0.2328833,15.8898,0.5488,0.1247167,15.60693,"NAN",0,12.15508
"2018-09-20 04:00:00",15,0.6098499,0.4012834,16.36967,0.7234667,0.2322834,15.88155,0.5488,0.12485,15.6225,"NAN",0,12.15172
"2018-09-20 05:00:00",16,0.6104999,0.4,16.29233,0.7235,0.2330167,15.89255,0.5488,0.1249333,15.62622,"NAN",0,12.14164
"2018-09-20 06:00:00",17,0.6101332,0.3986167,16.20035,0.7235,0.2328833,15.89303,0.5488,0.1249833,15.61428,"NAN",0,12.21384
"2018-09-20 07:00:00",18,0.6101333,0.39785,16.1051,0.7234834,0.2327667,15.9141,0.5488,0.1250167,15.61062,"NAN",0,12.96849
"2018-09-20 08:00:00",19,0.61045,0.3977,16.02633,0.7235,0.23285,15.90308,0.5488,0.1251667,15.61385,"NAN",0,13.07762
"2018-09-20 09:00:00",20,0.6104167,0.3972167,15.95578,0.7235167,0.2329,15.90493,0.5488,0.12525,15.60787,"NAN",0,13.00375
"2018-09-20 10:00:00",21,0.6104,0.3963333,15.89943,0.7234834,0.2329834,15.89988,0.5488,0.1252,15.6239,"NAN",0,13.01382
"2018-09-20 11:00:00",22,0.6101667,0.3957,15.87742,0.7243667,0.2330667,15.91822,0.5488,0.1250833,15.60788,"NAN",0,13.04236
"2018-09-20 12:00:00",23,0.6098167,0.3963167,15.90628,0.7239167,0.2330333,15.91775,0.5488,0.1250667,15.60282,"NAN",0,13.04068
"2018-09-20 13:00:00",24,0.6098333,0.3964,15.98418,0.7235,0.2328333,15.91822,0.5488,0.12505,15.61427,"NAN",0,13.03397
"2018-09-20 14:00:00",25,0.6088166,0.3964667,16.08083,0.7234834,0.2328667,15.91637,0.5488,0.1253833,15.60697,"NAN",0,12.91645
"2018-09-20 15:00:00",26,0.6079333,0.3967167,16.22415,0.7234833,0.23265,15.9196,0.5488,0.1253334,15.60145,"NAN",0,12.93575
"2018-09-20 16:00:00",27,0.60635,0.3971833,16.37378,0.7228667,0.2325,15.92463,0.5488,0.1254833,15.6097,"NAN",0,12.94163
"2018-09-20 17:00:00",28,0.6048667,0.3961833,16.50325,0.72225,0.2328833,15.92142,0.5488,0.12565,15.60788,"NAN",0,12.73261
"2018-09-20 18:00:00",29,0.6052334,0.39765,16.61712,0.7222667,0.23305,15.91455,0.5488,0.1254333,15.60652,"NAN",0,12.58403
"2018-09-20 19:00:00",30,0.6052334,0.3991667,16.70168,0.7222333,0.2328,15.9315,0.5488,0.1255833,15.6042,"NAN",0,12.54877
"2018-09-20 20:00:00",31,0.6049333,0.39985,16.76158,0.7222333,0.2326833,15.91042,0.5488,0.1255333,15.60647,"NAN",0,12.54541
"2018-09-20 21:00:00",32,0.6046166,0.3998333,16.79222,0.7222,0.2325,15.9251,0.5488,0.1254,15.61015,"NAN",0,12.54457
"2018-09-20 22:00:00",33,0.6038166,0.39955,16.81185,0.72225,0.2327833,15.92875,0.5488,0.12575,15.60648,"NAN",0,12.52695
"2018-09-20 23:00:00",34,0.60335,0.3987833,16.805,0.7222333,0.2326167,15.9228,0.5488,0.1256833,15.61335,"NAN",0,12.52107
"2018-09-21 00:00:00",35,0.6027833,0.3975,16.78307,0.7222167,0.23275,15.93885,0.5488,0.12595,15.595,"NAN",0,12.51771
"2018-09-21 01:00:00",36,0.6023334,0.3967,16.7433,0.7222333,0.23295,15.91453,0.5488,0.1259333,15.60145,"NAN",0,12.511
"2018-09-21 02:00:00",37,0.60225,0.3979333,16.73052,0.7218167,0.2327167,15.9205,0.5488,0.1259,15.60603,"NAN",0,12.51939
"2018-09-21 03:00:00",38,0.6023166,0.39745,16.6793,0.7209499,0.2324667,15.92922,0.5488,0.12585,15.58632,"NAN",0,12.52191
"2018-09-21 04:00:00",39,0.6027666,0.39715,16.65095,0.7209666,0.2326667,15.9315,0.5488,0.1260667,15.59732,"NAN",0,12.50932
"2018-09-21 05:00:00",40,0.60355,0.3974833,16.57598,0.7209499,0.2323667,15.9338,0.5488,0.1261833,15.61108,"NAN",0,12.51435
"2018-09-21 06:00:00",41,0.6039833,0.3978,16.53113,0.7209668,0.2324833,15.94892,0.5488,0.1264167,15.59228,"NAN",0,12.52359
"2018-09-21 07:00:00",42,0.6042166,0.3981334,16.48403,0.7209668,0.2326833,15.9494,0.5488833,0.1262,15.59547,"NAN",0,12.55968
"2018-09-21 08:00:00",43,0.6053666,0.39875,16.44058,0.7219999,0.2325667,15.94115,0.5488,0.1262167,15.60922,"NAN",0,12.75611
"2018-09-21 09:00:00",44,0.6057,0.3990667,16.39577,0.7235166,0.23315,15.96083,0.5488,0.1260167,15.59412,"NAN",0,13.09776
"2018-09-21 10:00:00",45,0.6057,0.3986833,16.3564,0.7235333,0.2334667,15.97457,0.5488,0.126,15.59685,"NAN",0,13.20353
"2018-09-21 11:00:00",46,0.6057,0.3981833,16.32667,0.7241833,0.2334167,15.97182,0.5488,0.1262333,15.59548,"NAN",0,13.30594
"2018-09-21 12:00:00",47,0.6056833,0.3973167,16.29325,0.7247999,0.2334833,15.98143,0.5488,0.1263667,15.5964,"NAN",0,13.22872
"2018-09-21 13:00:00",48,0.6056833,0.3974833,16.2928,0.7247834,0.2333667,15.96678,0.5488,0.1264,15.59458,"NAN",0,13.22788
"2018-09-21 14:00:00",49,0.60545,0.3969167,16.30927,0.7248166,0.2335667,15.981,0.5488,0.12655,15.60513,"NAN",0,13.27321
"2018-09-21 15:00:00",50,0.6056499,0.3971,16.33537,0.72485,0.2339833,15.98372,0.5488,0.12645,15.59457,"NAN",0,13.1985
"2018-09-21 16:00:00",51,0.6061333,0.3975166,16.3532,0.7246166,0.2335333,15.9906,0.5488,0.12655,15.59595,"NAN",0,13.1666
"2018-09-21 17:00:00",52,0.60635,0.39775,16.3706,0.72355,0.2336,15.99657,0.5488,0.1264167,15.59638,"NAN",0,13.00291
