"TOA5","S6100","CR1000","E11654","CR1000.Std.31.02","CPU:S6102_ZB_P1.CR1","16643","lufft_ZB"
"TIMESTAMP","RECORD","Air_Temperature_Avg","Rel_Humidity_Avg","Rel_Air_Pressure_Avg","Wind_speed_Avg_","Wind_dir_vct","Wet_bulb_Temp_Avg","Prec_type_Tot","Prec_intensity_Avg","Dew_point_Avg","Battery_Vdc","Status_total_Tot"
"TS","RN","","","","","Deg","","","","","",""
"","","Avg","Avg","Avg","WVc:","WVc:","Avg","Tot","Avg","Avg","Smp","Tot"
"2018-12-25 05:20:00",1635,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 05:25:00",1636,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 05:30:00",1637,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 05:35:00",1638,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 05:40:00",1639,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 05:45:00",1640,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 05:50:00",1641,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 05:55:00",1642,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 06:00:00",1643,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 06:05:00",1644,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 06:10:00",1645,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 06:15:00",1646,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 06:20:00",1647,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 06:25:00",1648,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 06:30:00",1649,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 06:35:00",1650,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 06:40:00",1651,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 06:45:00",1652,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 06:50:00",1653,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 06:55:00",1654,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 07:00:00",1655,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 07:05:00",1656,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 07:10:00",1657,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 07:15:00",1658,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 07:20:00",1659,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 07:25:00",1660,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 07:30:00",1661,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 07:35:00",1662,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 07:40:00",1663,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 07:45:00",1664,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 07:50:00",1665,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 07:55:00",1666,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 08:00:00",1667,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 08:05:00",1668,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 08:10:00",1669,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 08:15:00",1670,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 08:20:00",1671,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 08:25:00",1672,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 08:30:00",1673,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 08:35:00",1674,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 08:40:00",1675,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 08:45:00",1676,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 08:50:00",1677,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 08:55:00",1678,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 09:00:00",1679,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 09:05:00",1680,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 09:10:00",1681,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 09:15:00",1682,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 09:20:00",1683,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 09:25:00",1684,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 09:30:00",1685,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 09:35:00",1686,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 09:40:00",1687,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 09:45:00",1688,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 09:50:00",1689,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 09:55:00",1690,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 10:00:00",1691,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 10:05:00",1692,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 10:10:00",1693,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 10:15:00",1694,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 10:20:00",1695,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 10:25:00",1696,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 10:30:00",1697,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 10:35:00",1698,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 10:40:00",1699,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 10:45:00",1700,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 10:50:00",1701,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 10:55:00",1702,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 11:00:00",1703,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 11:05:00",1704,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 11:10:00",1705,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 11:15:00",1706,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 11:20:00",1707,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 11:25:00",1708,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 11:30:00",1709,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 11:35:00",1710,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 11:40:00",1711,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 11:45:00",1712,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 11:50:00",1713,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 11:55:00",1714,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 12:00:00",1715,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 12:05:00",1716,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 12:10:00",1717,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 12:15:00",1718,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 12:20:00",1719,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 12:25:00",1720,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 12:30:00",1721,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 12:35:00",1722,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 12:40:00",1723,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 12:45:00",1724,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 12:50:00",1725,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 12:55:00",1726,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 13:00:00",1727,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 13:05:00",1728,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 13:10:00",1729,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 13:15:00",1730,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 13:20:00",1731,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 13:25:00",1732,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 13:30:00",1733,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 13:35:00",1734,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 13:40:00",1735,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 13:45:00",1736,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 13:50:00",1737,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 13:55:00",1738,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 14:00:00",1739,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 14:05:00",1740,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 14:10:00",1741,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 14:15:00",1742,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 14:20:00",1743,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 14:25:00",1744,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 14:30:00",1745,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 14:35:00",1746,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 14:40:00",1747,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 14:45:00",1748,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 14:50:00",1749,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 14:55:00",1750,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 15:00:00",1751,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 15:05:00",1752,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 15:10:00",1753,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 15:15:00",1754,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 15:20:00",1755,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 15:25:00",1756,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 15:30:00",1757,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 15:35:00",1758,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 15:40:00",1759,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 15:45:00",1760,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 15:50:00",1761,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 15:55:00",1762,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 16:00:00",1763,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 16:05:00",1764,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 16:10:00",1765,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 16:15:00",1766,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 16:20:00",1767,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 16:25:00",1768,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 16:30:00",1769,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 16:35:00",1770,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 16:40:00",1771,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 16:45:00",1772,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 16:50:00",1773,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 16:55:00",1774,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 17:00:00",1775,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.44,0
"2018-12-25 17:05:00",1776,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.44,0
"2018-12-25 17:10:00",1777,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.44,0
"2018-12-25 17:15:00",1778,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.44,0
"2018-12-25 17:20:00",1779,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.44,0
"2018-12-25 17:25:00",1780,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.44,0
"2018-12-25 17:30:00",1781,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.44,0
"2018-12-25 17:35:00",1782,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.44,0
"2018-12-25 17:40:00",1783,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.44,0
"2018-12-25 17:45:00",1784,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.44,0
"2018-12-25 17:50:00",1785,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.44,0
"2018-12-25 17:55:00",1786,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.44,0
"2018-12-25 18:00:00",1787,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.44,0
"2018-12-25 18:05:00",1788,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.44,0
"2018-12-25 18:10:00",1789,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.44,0
"2018-12-25 18:15:00",1790,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.44,0
"2018-12-25 18:20:00",1791,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.44,0
"2018-12-25 18:25:00",1792,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.44,0
"2018-12-25 18:30:00",1793,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.44,0
"2018-12-25 18:35:00",1794,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.44,0
"2018-12-25 18:40:00",1795,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.44,0
"2018-12-25 18:45:00",1796,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.44,0
"2018-12-25 18:50:00",1797,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.44,0
"2018-12-25 18:55:00",1798,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.44,0
"2018-12-25 19:00:00",1799,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 19:05:00",1800,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 19:10:00",1801,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 19:15:00",1802,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 19:20:00",1803,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 19:25:00",1804,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 19:30:00",1805,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 19:35:00",1806,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 19:40:00",1807,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 19:45:00",1808,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 19:50:00",1809,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 19:55:00",1810,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 20:00:00",1811,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 20:05:00",1812,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 20:10:00",1813,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 20:15:00",1814,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 20:20:00",1815,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 20:25:00",1816,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 20:30:00",1817,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 20:35:00",1818,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 20:40:00",1819,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 20:45:00",1820,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 20:50:00",1821,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 20:55:00",1822,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 21:00:00",1823,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 21:05:00",1824,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 21:10:00",1825,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 21:15:00",1826,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 21:20:00",1827,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 21:25:00",1828,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 21:30:00",1829,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 21:35:00",1830,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 21:40:00",1831,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 21:45:00",1832,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 21:50:00",1833,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 21:55:00",1834,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 22:00:00",1835,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 22:05:00",1836,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 22:10:00",1837,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 22:15:00",1838,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 22:20:00",1839,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 22:25:00",1840,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 22:30:00",1841,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 22:35:00",1842,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 22:40:00",1843,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 22:45:00",1844,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 22:50:00",1845,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 22:55:00",1846,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 23:00:00",1847,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 23:05:00",1848,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 23:10:00",1849,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 23:15:00",1850,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 23:20:00",1851,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 23:25:00",1852,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 23:30:00",1853,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 23:35:00",1854,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 23:40:00",1855,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 23:45:00",1856,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 23:50:00",1857,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-25 23:55:00",1858,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.43,0
"2018-12-26 00:00:00",1859,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.42,0
"2018-12-26 00:05:00",1860,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.42,0
"2018-12-26 00:10:00",1861,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.42,0
"2018-12-26 00:15:00",1862,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.42,0
"2018-12-26 00:20:00",1863,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.42,0
"2018-12-26 00:25:00",1864,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.42,0
"2018-12-26 00:30:00",1865,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.42,0
"2018-12-26 00:35:00",1866,"NAN","NAN","NAN","NAN","NAN","NAN",0,"NAN","NAN",12.42,0
