"TOA5","S6100","CR1000","E11654","CR1000.Std.31.02","CPU:S6102_ZB_P1.CR1","16643","druksonde_ZB_P1"
"TIMESTAMP","RECORD","Druk_Avg(1)","Druk_Avg(2)"
"TS","RN","",""
"","","Avg","Avg"
"2019-01-07 12:00:00",454,"NAN",0
"2019-01-07 13:00:00",455,"NAN",0
"2019-01-07 14:00:00",456,"NAN",0
"2019-01-07 15:00:00",457,"NAN",0
"2019-01-07 16:00:00",458,"NAN",0
"2019-01-07 17:00:00",459,"NAN",0
"2019-01-07 18:00:00",460,"NAN",0
"2019-01-07 19:00:00",461,"NAN",0
"2019-01-07 20:00:00",462,"NAN",0
"2019-01-07 21:00:00",463,"NAN",0
"2019-01-07 22:00:00",464,"NAN",0
"2019-01-07 23:00:00",465,"NAN",0
"2019-01-08 00:00:00",466,"NAN",0
"2019-01-08 01:00:00",467,"NAN",0
"2019-01-08 02:00:00",468,"NAN",0
"2019-01-08 03:00:00",469,"NAN",0
"2019-01-08 04:00:00",470,"NAN",0
"2019-01-08 05:00:00",471,"NAN",0
"2019-01-08 06:00:00",472,"NAN",0
"2019-01-08 07:00:00",473,"NAN",0
"2019-01-08 08:00:00",474,"NAN",0
"2019-01-08 09:00:00",475,"NAN",0
"2019-01-08 10:00:00",476,"NAN",0
"2019-01-08 11:00:00",477,"NAN",0
"2019-01-08 12:00:00",478,"NAN",0
"2019-01-08 13:00:00",479,"NAN",0
"2019-01-08 14:00:00",480,"NAN",0
"2019-01-08 15:00:00",481,"NAN",0
"2019-01-08 16:00:00",482,"NAN",0
"2019-01-08 17:00:00",483,"NAN",0
"2019-01-08 18:00:00",484,"NAN",0
"2019-01-08 19:00:00",485,"NAN",0
"2019-01-08 20:00:00",486,"NAN",0
"2019-01-08 21:00:00",487,"NAN",0
"2019-01-08 22:00:00",488,"NAN",0
"2019-01-08 23:00:00",489,"NAN",0
"2019-01-09 00:00:00",490,"NAN",0
"2019-01-09 01:00:00",491,"NAN",0
"2019-01-09 02:00:00",492,"NAN",0
"2019-01-09 03:00:00",493,"NAN",0
"2019-01-09 04:00:00",494,"NAN",0
"2019-01-09 05:00:00",495,"NAN",0
"2019-01-09 06:00:00",496,"NAN",0
"2019-01-09 07:00:00",497,"NAN",0
"2019-01-09 08:00:00",498,"NAN",0
"2019-01-09 09:00:00",499,"NAN",0
"2019-01-09 10:00:00",500,"NAN",0
"2019-01-09 11:00:00",501,"NAN",0
"2019-01-09 12:00:00",502,"NAN",0
"2019-01-09 13:00:00",503,"NAN",0
"2019-01-09 14:00:00",504,"NAN",0
"2019-01-09 15:00:00",505,"NAN",0
"2019-01-09 16:00:00",506,"NAN",0
"2019-01-09 17:00:00",507,"NAN",0
"2019-01-09 18:00:00",508,"NAN",0
"2019-01-09 19:00:00",509,"NAN",0
"2019-01-09 20:00:00",510,"NAN",0
"2019-01-09 21:00:00",511,"NAN",0
"2019-01-09 22:00:00",512,"NAN",0
"2019-01-09 23:00:00",513,"NAN",0
"2019-01-10 00:00:00",514,"NAN",0
"2019-01-10 01:00:00",515,"NAN",0
"2019-01-10 02:00:00",516,"NAN",0
"2019-01-10 03:00:00",517,"NAN",0
"2019-01-10 04:00:00",518,"NAN",0
"2019-01-10 05:00:00",519,"NAN",0
"2019-01-10 06:00:00",520,"NAN",0
"2019-01-10 07:00:00",521,"NAN",0
"2019-01-10 08:00:00",522,"NAN",0
"2019-01-10 09:00:00",523,"NAN",0
"2019-01-10 10:00:00",524,"NAN",0
"2019-01-10 11:00:00",525,"NAN",0
"2019-01-10 12:00:00",526,"NAN",0
"2019-01-10 13:00:00",527,"NAN",0
"2019-01-10 14:00:00",528,"NAN",0
"2019-01-10 15:00:00",529,"NAN",0
"2019-01-10 16:00:00",530,"NAN",0
"2019-01-10 17:00:00",531,"NAN",0
"2019-01-10 18:00:00",532,"NAN",0
"2019-01-10 19:00:00",533,"NAN",0
"2019-01-10 20:00:00",534,"NAN",0
"2019-01-10 21:00:00",535,"NAN",0
"2019-01-10 22:00:00",536,"NAN",0
"2019-01-10 23:00:00",537,"NAN",0
"2019-01-11 00:00:00",538,"NAN",0
"2019-01-11 01:00:00",539,"NAN",0
"2019-01-11 02:00:00",540,"NAN",0
"2019-01-11 03:00:00",541,"NAN",0
"2019-01-11 04:00:00",542,"NAN",0
"2019-01-11 05:00:00",543,"NAN",0
"2019-01-11 06:00:00",544,"NAN",0
"2019-01-11 07:00:00",545,"NAN",0
"2019-01-11 08:00:00",546,"NAN",0
"2019-01-11 09:00:00",547,"NAN",0
"2019-01-11 10:00:00",548,"NAN",0
"2019-01-11 11:00:00",549,"NAN",0
"2019-01-11 12:00:00",550,"NAN",0
"2019-01-11 13:00:00",551,"NAN",0
"2019-01-11 14:00:00",552,"NAN",0
"2019-01-11 15:00:00",553,"NAN",0
"2019-01-11 16:00:00",554,"NAN",0
"2019-01-11 17:00:00",555,"NAN",0
"2019-01-11 18:00:00",556,"NAN",0
"2019-01-11 19:00:00",557,"NAN",0
"2019-01-11 20:00:00",558,"NAN",0
"2019-01-11 21:00:00",559,"NAN",0
"2019-01-11 22:00:00",560,"NAN",0
"2019-01-11 23:00:00",561,"NAN",0
"2019-01-12 00:00:00",562,"NAN",0
"2019-01-12 01:00:00",563,"NAN",0
"2019-01-12 02:00:00",564,"NAN",0
"2019-01-12 03:00:00",565,"NAN",0
"2019-01-12 04:00:00",566,"NAN",0
"2019-01-12 05:00:00",567,"NAN",0
"2019-01-12 06:00:00",568,"NAN",0
"2019-01-12 07:00:00",569,"NAN",0
