"TOA5","CR200 Series","CR200X","27363","CR200X.Std.04","Sxxxx V1_09 test DYL_P1.CR2","16978","Public"
"TIMESTAMP","RECORD","Service_mode","Controle_meting","Battery_Vdc","VWC_1","EC_1","Temp_1","Perm_1","Period_1","VR_1","VWC_2","EC_2","Temp_2","Perm_2","Period_2","VR_2","VWC_3","EC_3","Temp_3","Perm_3","Period_3","VR_3","Modem_aan","Modem_uit","Modem_int","Modem_cont","MinInDeDag"
"TS","RN","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2018-03-28 08:06:07",16809,0,0,12.56724,0.4614,0.1786,14.6262,32.3196,1.9825,1.2285,0.4516,0.1861,15.9572,30.9839,1.9644,1.2333,0.4414,0.1964,16.0011,29.6569,1.9339,1.2514,720,730,1440,0,480
